,filename,fold,target,category,esc10,src_file,take
1030,"['3-120644-A-12.wav', '3-157695-A-0.wav']",3,"[2, 4]","['crackling_fire', 'dog']",True,"[120644, 157695]","['A', 'A']"
1031,"['3-120644-A-12.wav', '3-152007-B-20.wav']",3,"[2, 3]","['crackling_fire', 'crying_baby']",True,"[120644, 152007]","['A', 'B']"
1032,"['3-132852-A-10.wav', '3-118972-B-41.wav']",3,"[6, 0]","['rain', 'chainsaw']",True,"[132852, 118972]","['A', 'B']"
1033,"['3-132852-A-10.wav', '3-150979-C-40.wav']",3,"[6, 5]","['rain', 'helicopter']",True,"[132852, 150979]","['A', 'C']"
1034,"['3-132852-A-10.wav', '3-163288-A-1.wav']",3,"[6, 7]","['rain', 'rooster']",True,"[132852, 163288]","['A', 'A']"
1035,"['3-132852-A-10.wav', '3-165856-A-41.wav']",3,"[6, 0]","['rain', 'chainsaw']",True,"[132852, 165856]","['A', 'A']"
1036,"['3-132852-A-10.wav', '3-68630-C-40.wav']",3,"[6, 5]","['rain', 'helicopter']",True,"[132852, 68630]","['A', 'C']"
1037,"['3-132852-A-10.wav', '3-154926-A-40.wav']",3,"[6, 5]","['rain', 'helicopter']",True,"[132852, 154926]","['A', 'A']"
1038,"['3-134049-A-1.wav', '3-142005-A-10.wav']",3,"[7, 6]","['rooster', 'rain']",True,"[134049, 142005]","['A', 'A']"
1039,"['3-134049-A-1.wav', '3-152007-B-20.wav']",3,"[7, 3]","['rooster', 'crying_baby']",True,"[134049, 152007]","['A', 'B']"
1040,"['3-134049-A-1.wav', '3-120644-A-12.wav']",3,"[7, 2]","['rooster', 'crackling_fire']",True,"[134049, 120644]","['A', 'A']"
1041,"['3-134049-A-1.wav', '3-171041-A-38.wav']",3,"[7, 1]","['rooster', 'clock_tick']",True,"[134049, 171041]","['A', 'A']"
1042,"['3-134049-A-1.wav', '3-142593-A-38.wav']",3,"[7, 1]","['rooster', 'clock_tick']",True,"[134049, 142593]","['A', 'A']"
1043,"['3-134049-A-1.wav', '3-157695-A-0.wav']",3,"[7, 4]","['rooster', 'dog']",True,"[134049, 157695]","['A', 'A']"
1044,"['3-136288-A-0.wav', '3-118658-B-41.wav']",3,"[4, 0]","['dog', 'chainsaw']",True,"[136288, 118658]","['A', 'B']"
1045,"['3-136288-A-0.wav', '3-118972-B-41.wav']",3,"[4, 0]","['dog', 'chainsaw']",True,"[136288, 118972]","['A', 'B']"
1046,"['3-136288-A-0.wav', '3-65748-A-12.wav']",3,"[4, 2]","['dog', 'crackling_fire']",True,"[136288, 65748]","['A', 'A']"
1047,"['3-136288-A-0.wav', '3-152007-D-20.wav']",3,"[4, 3]","['dog', 'crying_baby']",True,"[136288, 152007]","['A', 'D']"
1048,"['3-136288-A-0.wav', '3-118658-A-41.wav']",3,"[4, 0]","['dog', 'chainsaw']",True,"[136288, 118658]","['A', 'A']"
1049,"['3-136288-A-0.wav', '3-68630-B-40.wav']",3,"[4, 5]","['dog', 'helicopter']",True,"[136288, 68630]","['A', 'B']"
1050,"['3-137152-A-1.wav', '3-118972-A-41.wav']",3,"[7, 0]","['rooster', 'chainsaw']",True,"[137152, 118972]","['A', 'A']"
1051,"['3-137152-A-1.wav', '3-143929-A-10.wav']",3,"[7, 6]","['rooster', 'rain']",True,"[137152, 143929]","['A', 'A']"
1052,"['3-137152-A-1.wav', '3-163459-A-0.wav']",3,"[7, 4]","['rooster', 'dog']",True,"[137152, 163459]","['A', 'A']"
1053,"['3-137152-A-1.wav', '3-157487-A-10.wav']",3,"[7, 6]","['rooster', 'rain']",True,"[137152, 157487]","['A', 'A']"
1054,"['3-137152-A-1.wav', '3-65748-A-12.wav']",3,"[7, 2]","['rooster', 'crackling_fire']",True,"[137152, 65748]","['A', 'A']"
1055,"['3-137152-A-1.wav', '3-165856-A-41.wav']",3,"[7, 0]","['rooster', 'chainsaw']",True,"[137152, 165856]","['A', 'A']"
1056,"['3-140774-A-10.wav', '3-180256-A-0.wav']",3,"[6, 4]","['rain', 'dog']",True,"[140774, 180256]","['A', 'A']"
1057,"['3-140774-A-10.wav', '3-154926-A-40.wav']",3,"[6, 5]","['rain', 'helicopter']",True,"[140774, 154926]","['A', 'A']"
1058,"['3-140774-A-10.wav', '3-107219-A-1.wav']",3,"[6, 7]","['rain', 'rooster']",True,"[140774, 107219]","['A', 'A']"
1059,"['3-140774-A-10.wav', '3-163288-A-1.wav']",3,"[6, 7]","['rain', 'rooster']",True,"[140774, 163288]","['A', 'A']"
1060,"['3-140774-A-10.wav', '3-145382-A-1.wav']",3,"[6, 7]","['rain', 'rooster']",True,"[140774, 145382]","['A', 'A']"
1061,"['3-140774-A-10.wav', '3-68630-A-40.wav']",3,"[6, 5]","['rain', 'helicopter']",True,"[140774, 68630]","['A', 'A']"
1062,"['3-141684-A-21.wav', '3-170015-A-0.wav']",3,"[9, 4]","['sneezing', 'dog']",True,"[141684, 170015]","['A', 'A']"
1063,"['3-141684-A-21.wav', '3-68630-C-40.wav']",3,"[9, 5]","['sneezing', 'helicopter']",True,"[141684, 68630]","['A', 'C']"
1064,"['3-141684-A-21.wav', '3-104632-A-12.wav']",3,"[9, 2]","['sneezing', 'crackling_fire']",True,"[141684, 104632]","['A', 'A']"
1065,"['3-141684-A-21.wav', '3-150363-A-38.wav']",3,"[9, 1]","['sneezing', 'clock_tick']",True,"[141684, 150363]","['A', 'A']"
1066,"['3-141684-A-21.wav', '3-116135-A-1.wav']",3,"[9, 7]","['sneezing', 'rooster']",True,"[141684, 116135]","['A', 'A']"
1067,"['3-141684-A-21.wav', '3-154957-A-1.wav']",3,"[9, 7]","['sneezing', 'rooster']",True,"[141684, 154957]","['A', 'A']"
1068,"['3-142005-A-10.wav', '3-180256-A-0.wav']",3,"[6, 4]","['rain', 'dog']",True,"[142005, 180256]","['A', 'A']"
1069,"['3-142005-A-10.wav', '3-118658-B-41.wav']",3,"[6, 0]","['rain', 'chainsaw']",True,"[142005, 118658]","['A', 'B']"
1070,"['3-142005-A-10.wav', '3-156558-A-21.wav']",3,"[6, 9]","['rain', 'sneezing']",True,"[142005, 156558]","['A', 'A']"
1071,"['3-142005-A-10.wav', '3-118656-A-41.wav']",3,"[6, 0]","['rain', 'chainsaw']",True,"[142005, 118656]","['A', 'A']"
1072,"['3-142005-A-10.wav', '3-151080-A-20.wav']",3,"[6, 3]","['rain', 'crying_baby']",True,"[142005, 151080]","['A', 'A']"
1073,"['3-142005-A-10.wav', '3-65748-A-12.wav']",3,"[6, 2]","['rain', 'crackling_fire']",True,"[142005, 65748]","['A', 'A']"
1074,"['3-142006-A-10.wav', '3-137152-A-1.wav']",3,"[6, 7]","['rain', 'rooster']",True,"[142006, 137152]","['A', 'A']"
1075,"['3-142006-A-10.wav', '3-154926-A-40.wav']",3,"[6, 5]","['rain', 'helicopter']",True,"[142006, 154926]","['A', 'A']"
1076,"['3-142006-A-10.wav', '3-120644-A-12.wav']",3,"[6, 2]","['rain', 'crackling_fire']",True,"[142006, 120644]","['A', 'A']"
1077,"['3-142006-A-10.wav', '3-118972-B-41.wav']",3,"[6, 0]","['rain', 'chainsaw']",True,"[142006, 118972]","['A', 'B']"
1078,"['3-142006-A-10.wav', '3-180256-A-0.wav']",3,"[6, 4]","['rain', 'dog']",True,"[142006, 180256]","['A', 'A']"
1079,"['3-142006-A-10.wav', '3-150363-A-38.wav']",3,"[6, 1]","['rain', 'clock_tick']",True,"[142006, 150363]","['A', 'A']"
1080,"['3-142593-A-38.wav', '3-149189-A-1.wav']",3,"[1, 7]","['clock_tick', 'rooster']",True,"[142593, 149189]","['A', 'A']"
1081,"['3-142593-A-38.wav', '3-150979-C-40.wav']",3,"[1, 5]","['clock_tick', 'helicopter']",True,"[142593, 150979]","['A', 'C']"
1082,"['3-142593-A-38.wav', '3-165856-A-41.wav']",3,"[1, 0]","['clock_tick', 'chainsaw']",True,"[142593, 165856]","['A', 'A']"
1083,"['3-142593-A-38.wav', '3-166422-A-11.wav']",3,"[1, 8]","['clock_tick', 'sea_waves']",True,"[142593, 166422]","['A', 'A']"
1084,"['3-142593-A-38.wav', '3-143929-A-10.wav']",3,"[1, 6]","['clock_tick', 'rain']",True,"[142593, 143929]","['A', 'A']"
1085,"['3-142593-A-38.wav', '3-156558-A-21.wav']",3,"[1, 9]","['clock_tick', 'sneezing']",True,"[142593, 156558]","['A', 'A']"
1086,"['3-142601-A-21.wav', '3-157149-A-10.wav']",3,"[9, 6]","['sneezing', 'rain']",True,"[142601, 157149]","['A', 'A']"
1087,"['3-142601-A-21.wav', '3-170383-A-38.wav']",3,"[9, 1]","['sneezing', 'clock_tick']",True,"[142601, 170383]","['A', 'A']"
1088,"['3-142601-A-21.wav', '3-163288-A-1.wav']",3,"[9, 7]","['sneezing', 'rooster']",True,"[142601, 163288]","['A', 'A']"
1089,"['3-142601-A-21.wav', '3-165856-A-41.wav']",3,"[9, 0]","['sneezing', 'chainsaw']",True,"[142601, 165856]","['A', 'A']"
1090,"['3-142601-A-21.wav', '3-150979-C-40.wav']",3,"[9, 5]","['sneezing', 'helicopter']",True,"[142601, 150979]","['A', 'C']"
1091,"['3-142601-A-21.wav', '3-164688-A-38.wav']",3,"[9, 1]","['sneezing', 'clock_tick']",True,"[142601, 164688]","['A', 'A']"
1092,"['3-142605-A-21.wav', '3-118658-A-41.wav']",3,"[9, 0]","['sneezing', 'chainsaw']",True,"[142605, 118658]","['A', 'A']"
1093,"['3-142605-A-21.wav', '3-136288-A-0.wav']",3,"[9, 4]","['sneezing', 'dog']",True,"[142605, 136288]","['A', 'A']"
1094,"['3-142605-A-21.wav', '3-152007-B-20.wav']",3,"[9, 3]","['sneezing', 'crying_baby']",True,"[142605, 152007]","['A', 'B']"
1095,"['3-142605-A-21.wav', '3-104632-A-12.wav']",3,"[9, 2]","['sneezing', 'crackling_fire']",True,"[142605, 104632]","['A', 'A']"
1096,"['3-142605-A-21.wav', '3-155642-B-11.wav']",3,"[9, 8]","['sneezing', 'sea_waves']",True,"[142605, 155642]","['A', 'B']"
1097,"['3-142605-A-21.wav', '3-151080-A-20.wav']",3,"[9, 3]","['sneezing', 'crying_baby']",True,"[142605, 151080]","['A', 'A']"
1098,"['3-143119-A-21.wav', '3-118657-A-41.wav']",3,"[9, 0]","['sneezing', 'chainsaw']",True,"[143119, 118657]","['A', 'A']"
1099,"['3-143119-A-21.wav', '3-68630-B-40.wav']",3,"[9, 5]","['sneezing', 'helicopter']",True,"[143119, 68630]","['A', 'B']"
1100,"['3-143119-A-21.wav', '3-104632-A-12.wav']",3,"[9, 2]","['sneezing', 'crackling_fire']",True,"[143119, 104632]","['A', 'A']"
1101,"['3-143119-A-21.wav', '3-104958-A-12.wav']",3,"[9, 2]","['sneezing', 'crackling_fire']",True,"[143119, 104958]","['A', 'A']"
1102,"['3-143119-A-21.wav', '3-164120-A-11.wav']",3,"[9, 8]","['sneezing', 'sea_waves']",True,"[143119, 164120]","['A', 'A']"
1103,"['3-143119-A-21.wav', '3-171012-A-38.wav']",3,"[9, 1]","['sneezing', 'clock_tick']",True,"[143119, 171012]","['A', 'A']"
1104,"['3-143929-A-10.wav', '3-171012-A-38.wav']",3,"[6, 1]","['rain', 'clock_tick']",True,"[143929, 171012]","['A', 'A']"
1105,"['3-143929-A-10.wav', '3-155312-A-0.wav']",3,"[6, 4]","['rain', 'dog']",True,"[143929, 155312]","['A', 'A']"
1106,"['3-143929-A-10.wav', '3-145382-A-1.wav']",3,"[6, 7]","['rain', 'rooster']",True,"[143929, 145382]","['A', 'A']"
1107,"['3-143929-A-10.wav', '3-104958-A-12.wav']",3,"[6, 2]","['rain', 'crackling_fire']",True,"[143929, 104958]","['A', 'A']"
1108,"['3-143929-A-10.wav', '3-150979-A-40.wav']",3,"[6, 5]","['rain', 'helicopter']",True,"[143929, 150979]","['A', 'A']"
1109,"['3-143929-A-10.wav', '3-152007-E-20.wav']",3,"[6, 3]","['rain', 'crying_baby']",True,"[143929, 152007]","['A', 'E']"
1110,"['3-143933-A-38.wav', '3-68630-B-40.wav']",3,"[1, 5]","['clock_tick', 'helicopter']",True,"[143933, 68630]","['A', 'B']"
1111,"['3-143933-A-38.wav', '3-148330-A-21.wav']",3,"[1, 9]","['clock_tick', 'sneezing']",True,"[143933, 148330]","['A', 'A']"
1112,"['3-143933-A-38.wav', '3-107219-A-1.wav']",3,"[1, 7]","['clock_tick', 'rooster']",True,"[143933, 107219]","['A', 'A']"
1113,"['3-143933-A-38.wav', '3-118658-B-41.wav']",3,"[1, 0]","['clock_tick', 'chainsaw']",True,"[143933, 118658]","['A', 'B']"
1114,"['3-143933-A-38.wav', '3-164630-A-11.wav']",3,"[1, 8]","['clock_tick', 'sea_waves']",True,"[143933, 164630]","['A', 'A']"
1115,"['3-143933-A-38.wav', '3-157615-A-10.wav']",3,"[1, 6]","['clock_tick', 'rain']",True,"[143933, 157615]","['A', 'A']"
1116,"['3-144028-A-0.wav', '3-116135-A-1.wav']",3,"[4, 7]","['dog', 'rooster']",True,"[144028, 116135]","['A', 'A']"
1117,"['3-144028-A-0.wav', '3-155642-A-11.wav']",3,"[4, 8]","['dog', 'sea_waves']",True,"[144028, 155642]","['A', 'A']"
1118,"['3-144028-A-0.wav', '3-118657-A-41.wav']",3,"[4, 0]","['dog', 'chainsaw']",True,"[144028, 118657]","['A', 'A']"
1119,"['3-144028-A-0.wav', '3-142593-A-38.wav']",3,"[4, 1]","['dog', 'clock_tick']",True,"[144028, 142593]","['A', 'A']"
1120,"['3-144028-A-0.wav', '3-164630-A-11.wav']",3,"[4, 8]","['dog', 'sea_waves']",True,"[144028, 164630]","['A', 'A']"
1121,"['3-144028-A-0.wav', '3-154957-A-1.wav']",3,"[4, 7]","['dog', 'rooster']",True,"[144028, 154957]","['A', 'A']"
1122,"['3-144692-A-21.wav', '3-132852-A-10.wav']",3,"[9, 6]","['sneezing', 'rain']",True,"[144692, 132852]","['A', 'A']"
1123,"['3-144692-A-21.wav', '3-157695-A-0.wav']",3,"[9, 4]","['sneezing', 'dog']",True,"[144692, 157695]","['A', 'A']"
1124,"['3-144692-A-21.wav', '3-155642-B-11.wav']",3,"[9, 8]","['sneezing', 'sea_waves']",True,"[144692, 155642]","['A', 'B']"
1125,"['3-144692-A-21.wav', '3-187710-A-11.wav']",3,"[9, 8]","['sneezing', 'sea_waves']",True,"[144692, 187710]","['A', 'A']"
1126,"['3-144692-A-21.wav', '3-104958-A-12.wav']",3,"[9, 2]","['sneezing', 'crackling_fire']",True,"[144692, 104958]","['A', 'A']"
1127,"['3-144692-A-21.wav', '3-65748-A-12.wav']",3,"[9, 2]","['sneezing', 'crackling_fire']",True,"[144692, 65748]","['A', 'A']"
1128,"['3-144827-A-11.wav', '3-154957-A-1.wav']",3,"[8, 7]","['sea_waves', 'rooster']",True,"[144827, 154957]","['A', 'A']"
1129,"['3-144827-A-11.wav', '3-157149-A-10.wav']",3,"[8, 6]","['sea_waves', 'rain']",True,"[144827, 157149]","['A', 'A']"
1130,"['3-144827-A-11.wav', '3-118972-A-41.wav']",3,"[8, 0]","['sea_waves', 'chainsaw']",True,"[144827, 118972]","['A', 'A']"
1131,"['3-144827-A-11.wav', '3-170015-A-0.wav']",3,"[8, 4]","['sea_waves', 'dog']",True,"[144827, 170015]","['A', 'A']"
1132,"['3-144827-A-11.wav', '3-150979-C-40.wav']",3,"[8, 5]","['sea_waves', 'helicopter']",True,"[144827, 150979]","['A', 'C']"
1133,"['3-144827-A-11.wav', '3-118972-B-41.wav']",3,"[8, 0]","['sea_waves', 'chainsaw']",True,"[144827, 118972]","['A', 'B']"
1134,"['3-144827-B-11.wav', '3-170015-A-0.wav']",3,"[8, 4]","['sea_waves', 'dog']",True,"[144827, 170015]","['B', 'A']"
1135,"['3-144827-B-11.wav', '3-151081-B-20.wav']",3,"[8, 3]","['sea_waves', 'crying_baby']",True,"[144827, 151081]","['B', 'B']"
1136,"['3-144827-B-11.wav', '3-104632-A-12.wav']",3,"[8, 2]","['sea_waves', 'crackling_fire']",True,"[144827, 104632]","['B', 'A']"
1137,"['3-144827-B-11.wav', '3-104958-A-12.wav']",3,"[8, 2]","['sea_waves', 'crackling_fire']",True,"[144827, 104958]","['B', 'A']"
1138,"['3-144827-B-11.wav', '3-165856-A-41.wav']",3,"[8, 0]","['sea_waves', 'chainsaw']",True,"[144827, 165856]","['B', 'A']"
1139,"['3-144827-B-11.wav', '3-157695-A-0.wav']",3,"[8, 4]","['sea_waves', 'dog']",True,"[144827, 157695]","['B', 'A']"
1140,"['3-145382-A-1.wav', '3-170015-A-0.wav']",3,"[7, 4]","['rooster', 'dog']",True,"[145382, 170015]","['A', 'A']"
1141,"['3-145382-A-1.wav', '3-68630-A-40.wav']",3,"[7, 5]","['rooster', 'helicopter']",True,"[145382, 68630]","['A', 'A']"
1142,"['3-145382-A-1.wav', '3-152007-B-20.wav']",3,"[7, 3]","['rooster', 'crying_baby']",True,"[145382, 152007]","['A', 'B']"
1143,"['3-145382-A-1.wav', '3-143929-A-10.wav']",3,"[7, 6]","['rooster', 'rain']",True,"[145382, 143929]","['A', 'A']"
1144,"['3-145382-A-1.wav', '3-142593-A-38.wav']",3,"[7, 1]","['rooster', 'clock_tick']",True,"[145382, 142593]","['A', 'A']"
1145,"['3-145382-A-1.wav', '3-158476-A-12.wav']",3,"[7, 2]","['rooster', 'crackling_fire']",True,"[145382, 158476]","['A', 'A']"
1146,"['3-145774-A-12.wav', '3-155312-A-0.wav']",3,"[2, 4]","['crackling_fire', 'dog']",True,"[145774, 155312]","['A', 'A']"
1147,"['3-145774-A-12.wav', '3-187710-A-11.wav']",3,"[2, 8]","['crackling_fire', 'sea_waves']",True,"[145774, 187710]","['A', 'A']"
1148,"['3-145774-A-12.wav', '3-144827-B-11.wav']",3,"[2, 8]","['crackling_fire', 'sea_waves']",True,"[145774, 144827]","['A', 'B']"
1149,"['3-145774-A-12.wav', '3-152007-A-20.wav']",3,"[2, 3]","['crackling_fire', 'crying_baby']",True,"[145774, 152007]","['A', 'A']"
1150,"['3-145774-A-12.wav', '3-118972-B-41.wav']",3,"[2, 0]","['crackling_fire', 'chainsaw']",True,"[145774, 118972]","['A', 'B']"
1151,"['3-145774-A-12.wav', '3-171012-A-38.wav']",3,"[2, 1]","['crackling_fire', 'clock_tick']",True,"[145774, 171012]","['A', 'A']"
1152,"['3-147965-A-12.wav', '3-118972-B-41.wav']",3,"[2, 0]","['crackling_fire', 'chainsaw']",True,"[147965, 118972]","['A', 'B']"
1153,"['3-147965-A-12.wav', '3-134049-A-1.wav']",3,"[2, 7]","['crackling_fire', 'rooster']",True,"[147965, 134049]","['A', 'A']"
1154,"['3-147965-A-12.wav', '3-118656-A-41.wav']",3,"[2, 0]","['crackling_fire', 'chainsaw']",True,"[147965, 118656]","['A', 'A']"
1155,"['3-147965-A-12.wav', '3-142593-A-38.wav']",3,"[2, 1]","['crackling_fire', 'clock_tick']",True,"[147965, 142593]","['A', 'A']"
1156,"['3-147965-A-12.wav', '3-150979-C-40.wav']",3,"[2, 5]","['crackling_fire', 'helicopter']",True,"[147965, 150979]","['A', 'C']"
1157,"['3-147965-A-12.wav', '3-132852-A-10.wav']",3,"[2, 6]","['crackling_fire', 'rain']",True,"[147965, 132852]","['A', 'A']"
1158,"['3-148330-A-21.wav', '3-144827-A-11.wav']",3,"[9, 8]","['sneezing', 'sea_waves']",True,"[148330, 144827]","['A', 'A']"
1159,"['3-148330-A-21.wav', '3-157187-A-12.wav']",3,"[9, 2]","['sneezing', 'crackling_fire']",True,"[148330, 157187]","['A', 'A']"
1160,"['3-148330-A-21.wav', '3-118656-A-41.wav']",3,"[9, 0]","['sneezing', 'chainsaw']",True,"[148330, 118656]","['A', 'A']"
1161,"['3-148330-A-21.wav', '3-118972-B-41.wav']",3,"[9, 0]","['sneezing', 'chainsaw']",True,"[148330, 118972]","['A', 'B']"
1162,"['3-148330-A-21.wav', '3-118657-A-41.wav']",3,"[9, 0]","['sneezing', 'chainsaw']",True,"[148330, 118657]","['A', 'A']"
1163,"['3-148330-A-21.wav', '3-180256-A-0.wav']",3,"[9, 4]","['sneezing', 'dog']",True,"[148330, 180256]","['A', 'A']"
1164,"['3-149189-A-1.wav', '3-151080-A-20.wav']",3,"[7, 3]","['rooster', 'crying_baby']",True,"[149189, 151080]","['A', 'A']"
1165,"['3-149189-A-1.wav', '3-118658-B-41.wav']",3,"[7, 0]","['rooster', 'chainsaw']",True,"[149189, 118658]","['A', 'B']"
1166,"['3-149189-A-1.wav', '3-187710-A-11.wav']",3,"[7, 8]","['rooster', 'sea_waves']",True,"[149189, 187710]","['A', 'A']"
1167,"['3-149189-A-1.wav', '3-157695-A-0.wav']",3,"[7, 4]","['rooster', 'dog']",True,"[149189, 157695]","['A', 'A']"
1168,"['3-149189-A-1.wav', '3-143933-A-38.wav']",3,"[7, 1]","['rooster', 'clock_tick']",True,"[149189, 143933]","['A', 'A']"
1169,"['3-149189-A-1.wav', '3-155642-A-11.wav']",3,"[7, 8]","['rooster', 'sea_waves']",True,"[149189, 155642]","['A', 'A']"
1170,"['3-150231-A-21.wav', '3-165856-A-41.wav']",3,"[9, 0]","['sneezing', 'chainsaw']",True,"[150231, 165856]","['A', 'A']"
1171,"['3-150231-A-21.wav', '3-151081-B-20.wav']",3,"[9, 3]","['sneezing', 'crying_baby']",True,"[150231, 151081]","['A', 'B']"
1172,"['3-150231-A-21.wav', '3-145774-A-12.wav']",3,"[9, 2]","['sneezing', 'crackling_fire']",True,"[150231, 145774]","['A', 'A']"
1173,"['3-150231-A-21.wav', '3-150979-A-40.wav']",3,"[9, 5]","['sneezing', 'helicopter']",True,"[150231, 150979]","['A', 'A']"
1174,"['3-150231-A-21.wav', '3-152007-B-20.wav']",3,"[9, 3]","['sneezing', 'crying_baby']",True,"[150231, 152007]","['A', 'B']"
1175,"['3-150231-A-21.wav', '3-118658-A-41.wav']",3,"[9, 0]","['sneezing', 'chainsaw']",True,"[150231, 118658]","['A', 'A']"
1176,"['3-150363-A-38.wav', '3-142605-A-21.wav']",3,"[1, 9]","['clock_tick', 'sneezing']",True,"[150363, 142605]","['A', 'A']"
1177,"['3-150363-A-38.wav', '3-150979-C-40.wav']",3,"[1, 5]","['clock_tick', 'helicopter']",True,"[150363, 150979]","['A', 'C']"
1178,"['3-150363-A-38.wav', '3-144028-A-0.wav']",3,"[1, 4]","['clock_tick', 'dog']",True,"[150363, 144028]","['A', 'A']"
1179,"['3-150363-A-38.wav', '3-150979-A-40.wav']",3,"[1, 5]","['clock_tick', 'helicopter']",True,"[150363, 150979]","['A', 'A']"
1180,"['3-150363-A-38.wav', '3-148330-A-21.wav']",3,"[1, 9]","['clock_tick', 'sneezing']",True,"[150363, 148330]","['A', 'A']"
1181,"['3-150363-A-38.wav', '3-118658-A-41.wav']",3,"[1, 0]","['clock_tick', 'chainsaw']",True,"[150363, 118658]","['A', 'A']"
1182,"['3-150979-A-40.wav', '3-171041-A-38.wav']",3,"[5, 1]","['helicopter', 'clock_tick']",True,"[150979, 171041]","['A', 'A']"
1183,"['3-150979-A-40.wav', '3-142593-A-38.wav']",3,"[5, 1]","['helicopter', 'clock_tick']",True,"[150979, 142593]","['A', 'A']"
1184,"['3-150979-A-40.wav', '3-118972-A-41.wav']",3,"[5, 0]","['helicopter', 'chainsaw']",True,"[150979, 118972]","['A', 'A']"
1185,"['3-150979-A-40.wav', '3-118657-A-41.wav']",3,"[5, 0]","['helicopter', 'chainsaw']",True,"[150979, 118657]","['A', 'A']"
1186,"['3-150979-A-40.wav', '3-140774-A-10.wav']",3,"[5, 6]","['helicopter', 'rain']",True,"[150979, 140774]","['A', 'A']"
1187,"['3-150979-A-40.wav', '3-170383-A-38.wav']",3,"[5, 1]","['helicopter', 'clock_tick']",True,"[150979, 170383]","['A', 'A']"
1188,"['3-150979-B-40.wav', '3-144028-A-0.wav']",3,"[5, 4]","['helicopter', 'dog']",True,"[150979, 144028]","['B', 'A']"
1189,"['3-150979-B-40.wav', '3-158476-A-12.wav']",3,"[5, 2]","['helicopter', 'crackling_fire']",True,"[150979, 158476]","['B', 'A']"
1190,"['3-150979-B-40.wav', '3-157487-A-10.wav']",3,"[5, 6]","['helicopter', 'rain']",True,"[150979, 157487]","['B', 'A']"
1191,"['3-150979-B-40.wav', '3-137152-A-1.wav']",3,"[5, 7]","['helicopter', 'rooster']",True,"[150979, 137152]","['B', 'A']"
1192,"['3-150979-B-40.wav', '3-157695-A-0.wav']",3,"[5, 4]","['helicopter', 'dog']",True,"[150979, 157695]","['B', 'A']"
1193,"['3-150979-B-40.wav', '3-170377-A-38.wav']",3,"[5, 1]","['helicopter', 'clock_tick']",True,"[150979, 170377]","['B', 'A']"
1194,"['3-150979-C-40.wav', '3-142605-A-21.wav']",3,"[5, 9]","['helicopter', 'sneezing']",True,"[150979, 142605]","['C', 'A']"
1195,"['3-150979-C-40.wav', '3-104632-A-12.wav']",3,"[5, 2]","['helicopter', 'crackling_fire']",True,"[150979, 104632]","['C', 'A']"
1196,"['3-150979-C-40.wav', '3-163459-A-0.wav']",3,"[5, 4]","['helicopter', 'dog']",True,"[150979, 163459]","['C', 'A']"
1197,"['3-150979-C-40.wav', '3-157615-A-10.wav']",3,"[5, 6]","['helicopter', 'rain']",True,"[150979, 157615]","['C', 'A']"
1198,"['3-150979-C-40.wav', '3-155642-B-11.wav']",3,"[5, 8]","['helicopter', 'sea_waves']",True,"[150979, 155642]","['C', 'B']"
1199,"['3-150979-C-40.wav', '3-154957-A-1.wav']",3,"[5, 7]","['helicopter', 'rooster']",True,"[150979, 154957]","['C', 'A']"
1200,"['3-151080-A-20.wav', '3-170377-A-38.wav']",3,"[3, 1]","['crying_baby', 'clock_tick']",True,"[151080, 170377]","['A', 'A']"
1201,"['3-151080-A-20.wav', '3-144692-A-21.wav']",3,"[3, 9]","['crying_baby', 'sneezing']",True,"[151080, 144692]","['A', 'A']"
1202,"['3-151080-A-20.wav', '3-150979-A-40.wav']",3,"[3, 5]","['crying_baby', 'helicopter']",True,"[151080, 150979]","['A', 'A']"
1203,"['3-151080-A-20.wav', '3-156558-A-21.wav']",3,"[3, 9]","['crying_baby', 'sneezing']",True,"[151080, 156558]","['A', 'A']"
1204,"['3-151080-A-20.wav', '3-143119-A-21.wav']",3,"[3, 9]","['crying_baby', 'sneezing']",True,"[151080, 143119]","['A', 'A']"
1205,"['3-151080-A-20.wav', '3-145382-A-1.wav']",3,"[3, 7]","['crying_baby', 'rooster']",True,"[151080, 145382]","['A', 'A']"
1206,"['3-151081-A-20.wav', '3-155642-A-11.wav']",3,"[3, 8]","['crying_baby', 'sea_waves']",True,"[151081, 155642]","['A', 'A']"
1207,"['3-151081-A-20.wav', '3-171041-A-38.wav']",3,"[3, 1]","['crying_baby', 'clock_tick']",True,"[151081, 171041]","['A', 'A']"
1208,"['3-151081-A-20.wav', '3-136288-A-0.wav']",3,"[3, 4]","['crying_baby', 'dog']",True,"[151081, 136288]","['A', 'A']"
1209,"['3-151081-A-20.wav', '3-145774-A-12.wav']",3,"[3, 2]","['crying_baby', 'crackling_fire']",True,"[151081, 145774]","['A', 'A']"
1210,"['3-151081-A-20.wav', '3-164688-A-38.wav']",3,"[3, 1]","['crying_baby', 'clock_tick']",True,"[151081, 164688]","['A', 'A']"
1211,"['3-151081-A-20.wav', '3-118658-B-41.wav']",3,"[3, 0]","['crying_baby', 'chainsaw']",True,"[151081, 118658]","['A', 'B']"
1212,"['3-151081-B-20.wav', '3-155312-A-0.wav']",3,"[3, 4]","['crying_baby', 'dog']",True,"[151081, 155312]","['B', 'A']"
1213,"['3-151081-B-20.wav', '3-142005-A-10.wav']",3,"[3, 6]","['crying_baby', 'rain']",True,"[151081, 142005]","['B', 'A']"
